,overall,reviewerID,asin,reviewText,summary,vote,newReviewTime
925,3,A1JOZFD5CCXEBF,B009FN1DA4,"One of the things for which San Francisco is famous is its sourdough bread.  Unlike other breads, each loaf must contain a starter, a piece of dough that has been cultured for many years.  There are differences between various cultures and a lot of competition to have the best one.  Enough competition to kill for.
 That is what happens in THE SOURDOUGH WARS.  One of the best sourdough bakeries closed when the owner died and his children fought over what to do with the starter.  The daughter, Anita, wanted the bakery.  She got the house.  The son, Peter, wanted the house.  He got the bakery.
 Awhile later, a theater group with which Peter was involved was trying to stay in business.  Someone suggested auctioning of the starter to raise funds for the project.  There were four potential buyers: Two feuding brothers from the San Francisco area, each of whom had a bakery specializing in sourdough, a woman from the area who had a small, independent bakery and, possibly, the best sourdough bread in the area, and an out-of-towner who represented a large corporation.  While the quartet waited and waited and waited for the auction to begin, Peter didn't show up.  He had been murdered.
 Each of the four members of the group may have had a reason to kill him.  So did Anita.  Rebecca Schwartz, a  Jewish feminist lawyer who was helping with the auction, suddenly became one of those trying to find the murderer.
 One of the main complications of solving the crime was the interference of a reporter who was determined to get the story first. Reporters never seem to care what kind of chaos is unleashed as a result of their handiwork; every day they open a new and different Pandoras Box and don't give a damn about the consequences.
 There is a common thread throughout the story: parental favoritism.  How parents, and others, view a person, does have a lasting effect on how they live their lives.  It often drives a wedge between siblings.  As Anita stated, I really hated him, you know that?  I wanted to humiliate him the way my parents humiliated meI wanted to show him up as incompetent.  So you know what I did?  I let it get in my way.  If Id offered him decent money for the starter, hed have sold it to me and wed both have been happy, but I had to control him into the bargain.
 Revenge may not be the most uplifting theme of the human psyche, but it can be comforting sometimes.
 Author Julie Smith uses humor and witty dialogue throughout the story.  Near the beginning, she wrote, Its just one of those ineffable things said Mickey.  That was the way she usually handled Kruzickby using words he couldn't understand.
 Other examples are Over the bridge and through Marin, to Sallys place we went. and, in response to a two short sentence dialogue:  Supplying the third line of a rhyming triplet.  I had to go back and reread it.  I had missed the rhyming.
 There is a thorough explanation of the history of sourdough: What it is.  How it got to San Francisco.  Why its important.
 The book was published in 1984.  I would hope there would be some changes now to reflect changing social awareness.  She was ahead of her time on her attitude toward the gay community but her stereotypical descriptions of her Jewish mother were offensive.  Besides her caricature of a mother, Rebecca was Jewish had nothing to do with the story. She isn't observant when she briefly describes eating shellfish, definitely not kosher.
 The book is well-written and entertaining.  It is the second of a series.  I received it as a free Amazon download.",Dysfunctional families can lead to murder,2,2017-01-08
926,2,A8TV7DMX75ENP,B009FN1DA4,OK I don't what era this book was written in. What lawyer in San Francisco does not have a cell phone. And what news paper reporter not have  cell phone. Come on now really. Julie Smith needs to engage her readers.,Idk,3,2016-12-08
927,2,A3JA0JYSK7OX87,B009FN1DA4,"A Marinite, Jewish, feminist, lawyer, princess who seems to be emotionally 14 turns sleuth. It will not soon be on the library shelves of Marin County Day.",You have heard of chickfics...this is chicklit.,3,2016-11-17
928,2,AXOY11IDEONHE,B009FN1DA4,"I expected to enjoy a cozy mystery involving baking, but this was erratic in places and slow. Most of the characters were annoying, including Rebecca. However, I was surprised by the guilty and found the final confrontation satisfying.",I expected to enjoy a cozy mystery involving baking,6,2016-09-08
929,1,A3GJITLR9DX4UO,B009FN1DA4,The storyline was interesting but all the characters lived immoral lives which I found offensive.  After reading 18% of the book I tossed it.  I read for enjoyment not to be morally offended.  Wouldn't recommend the book.,Interesting concept but...,40,2016-02-04
930,3,A3TH8V0KSXI7QH,B009FN1DA4,Sourdough Wars seems a bit ridiculous to me but then I'm not a baker.  It started out by promising no typos and by golly there weren't any.  I am well pleased with that.  The story was interesting and all's well that ends well. Right!,A Cute Little Slice,7,2016-01-24
931,5,A328S9RN3U5M68,B009G1WQB0,"Author Peggy A. Edelheit has managed (in a writing range that is solid) to create what every author of romance adventures wants  a character so balanced and so real that all who read her series (of which this is book 5) end up saying Everybody loves Samantha1. Samantha Jamison is an author/sleuth and it is because of her well-sculpted personality that she manages to attract every one who comes across the good fortune of reading either all or some of this series.

Peggy jump starts this 5th book of the Samantha Jamison Mysteries  MOUTH OF THE RAT   with her own vigor that revs up the story and explains the title: The meaning of the name Boca Raton has always aroused curiosity. Many people wrongly assume the name is simply Rats Mouth. The Spanish word boca, or mouth, often describes an inlet, while raton means, literally, mouse. The term Boca de Ratones
 or Boca Ratones was a navigational, referring to a rocky or jagged inlet, but the original location of Boca de Ratones was Biscayne Bay near present-day Miami Beach, according to eighteenth century maps. By the beginning of the nineteenth century, the term was mistakenly applied to the current Lake Boca Raton, whose inlet was closed throughout most of the eighteenth and nineteenth centuries. The s and later the  e were dropped from this title by the 1920s, yet the correct pronunciation remains Rah-tone. Very typical of Peggys respect for her audience to include information such as this  and a fine springboard for her mystery.

It is that kind of background early on in her books that makes Peggys Samantha books sparkle. Add to the romantic and physical aspects some very well considered mystery development and you have another terrific outing with our favorite author/sleuth. Oh yes, a hint of where Samantha is going in this edition - Mona is frantic. ""Marco is dead! Come quick!"" Who's Marco? I had a week to solve it, but began to think it was unsolvable. It involved murder, drugs, an ex-wife, and an antique car collection. Who did it? Male/Female?.

Hop on for another quick read that will entertain you during and after your accompanying Samantha Jamison.  Peggy A Edelheits books are habit forming  in the best sort of way. Grady Harp, July 16",Who was the rat with the kiss of death?,2,2016-07-08
932,5,A1MXS4DKDHNVDL,B009IAMZGU,I liked this book because it kept me wanting to read more when I should be doing other things. I'm going to like reading the next one.,Summer Angel,2,2016-08-03
933,4,AJNVLN50MZSFU,B009JE41TE,"There were definitely some issues that a good reediting would take care of, but the fast pace of the store helped me to skip over them without too much trouble.  Lots of madness and mayhem and pure horror from start to finish.  Not a terribly unique plot, but a well told one.",There were definitely some issues that a good reediting would take care of,2,2017-04-20
934,4,A3EE8HC4M00X3R,B009JE41TE,"But drags on a bit. That's really the only fault I found with it. You get like, alright get on with it. But the characters are true. I wished more time had been spent on Jerry and John, to have known them a little better.  And maybe some time spent on the town to explain further their behavior. But overall, it was a good horror story.",True horror,2,2017-03-21
935,5,A2GVKZFNQCX7F6,B009JE41TE,"I wasn't sure what to expect since this is the first book by Ms. Bettes I have read, but I can promise it won't be the last. I wasn't scared because it takes A-LOT to scare me but it was really good, the suspense kept me up late flipping pages!",Really good!,2,2017-03-16
936,3,A7F9F2LED40QD,B009JWLHFW,"I'm pretty sure I'm the only person that didn't thoroughly enjoy this story and I love fantasy novels.  While there is a lot of detail surrounding the characters and plots, there comes a point where it can be too much. I really didn't need to know how all of the duels in the tournament went, and it seemed like a lot of needless information given to make some point.  You may enjoy this, I did not.  While I didn't hate the story, I found it very difficult to read and enjoy.  It felt like the story was going nowhere and unfortunately when I reached the end, the characters departed onto their next journey and I didn't feel like there was any real conclusion or story satisfaction.  I felt this story was just following the main characters and those they came in contact with and all the plots (most resolved) until their end departure.  I was bored through much of the book and won't be continuing on this journey.

With that said, the book is well written and had no real grammatical or spelling errors to distract, just a lot of pages of fluff.",I'm pretty sure I'm the only person that didn't thoroughly enjoy ...,24,2016-02-25
